,Dataset,Model,Correlation,p-value,L1 Loss
457,RSQ,Best Model,0.508654,0.0,1.3444444444444446
458,RSQ,Best Model,0.161612,0.128065,1.4333333333333333
459,RSQ,Best Model,0.396804,0.000108,1.3777777777777778
460,RSQ,Best Model,0.311096,0.00284,1.4555555555555555
461,RSQ,Best Model,0.390983,0.000139,1.4333333333333333
462,RSQ,Best Model,-0.026909,0.801227,1.5333333333333334
463,RSQ,Best Model,0.201342,0.057049,1.5
464,RSQ,Best Model,-0.01352,0.899353,1.5666666666666667
465,RSQ,Best Model,0.286448,0.006198,1.4777777777777779
466,RSQ,Best Model,0.283166,0.006843,1.4444444444444444
467,RSQ,Best Model,0.385079,0.000178,1.3888888888888888
468,RSQ,Best Model,-0.120031,0.259796,1.5777777777777777
469,RSQ,Best Model,-0.077483,0.467908,1.6
470,RSQ,Best Model,0.213592,0.04324,1.4555555555555555
471,RSQ,Best Model,0.234167,0.026321,1.488888888888889
472,RSQ,Best Model,0.305523,0.003408,1.4
473,RSQ,Best Model,0.306781,0.003272,1.4777777777777779
474,RSQ,Best Model,-0.096035,0.3679,1.5222222222222221
475,RSQ,Best Model,-0.131898,0.215262,1.711111111111111
476,RSQ,Best Model,-0.076463,0.473802,1.5444444444444445
477,RSQ,Best Model,0.378635,0.000233,1.3888888888888888
478,RSQ,Best Model,0.103311,0.332551,1.511111111111111
479,RSQ,Best Model,0.135067,0.204343,1.4777777777777779
480,RSQ,Best Model,0.266698,0.011055,1.4666666666666666
481,RSQ,Best Model,0.100759,0.344693,1.5
482,RSQ,Best Model,0.075612,0.478758,1.5777777777777777
483,RSQ,Best Model,0.397679,0.000104,1.3888888888888888
484,RSQ,Best Model,0.088213,0.408361,1.5333333333333334
485,RSQ,Best Model,0.191851,0.070065,1.488888888888889
486,RSQ,Best Model,0.142395,0.180627,1.5
487,RSQ,Best Model,0.24997,0.017496,1.4777777777777779
488,RSQ,Best Model,-0.10492,0.325036,1.5888888888888888
489,RSQ,Best Model,0.401008,9e-05,1.3888888888888888
490,RSQ,Best Model,-0.0,1.0,1.488888888888889
491,RSQ,Best Model,0.235846,0.025233,1.4444444444444444
492,RSQ,Best Model,0.064958,0.543005,1.5555555555555556
493,RSQ,Best Model,-0.034936,0.743743,1.5444444444444445
494,RSQ,Best Model,0.230386,0.028921,1.4777777777777779
495,RSQ,Best Model,0.204521,0.05316,1.5222222222222221
496,RSQ,Best Model,0.534644,0.0,1.288888888888889
497,RSQ,Best Model,0.309728,0.002971,1.4222222222222223
498,RSQ,Best Model,0.340857,0.001011,1.3888888888888888
499,RSQ,Best Model,0.315316,0.002469,1.4
500,RSQ,Best Model,0.21111,0.045788,1.511111111111111
501,RSQ,Best Model,0.183611,0.08322,1.511111111111111
502,RSQ,Best Model,0.314372,0.002548,1.4555555555555555
503,RSQ,Best Model,-0.045045,0.673335,1.5555555555555556
504,RSQ,Best Model,0.279198,0.007701,1.4333333333333333
505,RSQ,Best Model,0.270281,0.009983,1.4666666666666666
506,RSQ,Best Model,0.552073,0.0,1.2666666666666666
507,RSQ,Best Model,0.384298,0.000184,1.3666666666666667
508,RSQ,Best Model,0.110445,0.300061,1.488888888888889
509,RSQ,Best Model,0.201726,0.056567,1.5222222222222221
510,RSQ,Best Model,0.423878,3.1e-05,1.3888888888888888
511,RSQ,Best Model,0.098174,0.357279,1.511111111111111
512,RSQ,Best Model,0.163639,0.123286,1.511111111111111
513,RSQ,Best Model,0.352454,0.000657,1.4444444444444444
514,RSQ,Best Model,0.168461,0.11247,1.4666666666666666
515,RSQ,Best Model,0.257767,0.014175,1.511111111111111
516,RSQ,Best Model,0.378023,0.000239,1.4444444444444444
517,RSQ,Best Model,0.186326,0.078684,1.4777777777777779
518,RSQ,Best Model,0.384193,0.000185,1.3888888888888888
519,RSQ,Best Model,0.084879,0.426373,1.5222222222222221
520,RSQ,Best Model,0.509757,0.0,1.3888888888888888
521,RSQ,Best Model,0.290366,0.005499,1.5
522,RSQ,Best Model,0.126098,0.236302,1.4555555555555555
523,RSQ,Best Model,-0.118543,0.265791,1.6333333333333333
524,RSQ,Best Model,0.315947,0.002417,1.4222222222222223
525,RSQ,Best Model,0.222218,0.035285,1.4555555555555555
526,RSQ,Best Model,0.106689,0.316899,1.5222222222222221
527,RSQ,Best Model,0.332255,0.001377,1.4555555555555555
528,RSQ,Best Model,0.285816,0.006318,1.4666666666666666
529,RSQ,Best Model,0.344724,0.000877,1.4666666666666666
530,RSQ,Best Model,0.552993,0.0,1.2777777777777777
531,RSQ,Best Model,0.300242,0.004038,1.4222222222222223
532,RSQ,Best Model,0.113037,0.288793,1.488888888888889
533,RSQ,Best Model,0.366502,0.000381,1.4333333333333333
534,RSQ,Best Model,0.026601,0.803458,1.511111111111111
535,RSQ,Best Model,0.014394,0.892886,1.4777777777777779
536,RSQ,Best Model,0.209043,0.048004,1.4777777777777779
537,RSQ,Best Model,0.106796,0.316409,1.4555555555555555
538,RSQ,Best Model,0.424381,3.1e-05,1.3666666666666667
539,RSQ,Best Model,0.119907,0.26029,1.5333333333333334
540,RSQ,Best Model,0.486751,1e-06,1.3666666666666667
541,RSQ,Best Model,0.15139,0.154342,1.5222222222222221
542,RSQ,Best Model,0.306781,0.003272,1.3888888888888888
543,RSQ,Best Model,0.304054,0.003574,1.4222222222222223
544,RSQ,Best Model,0.464258,4e-06,1.3333333333333333
545,RSQ,Best Model,0.231695,0.027998,1.488888888888889
546,RSQ,Best Model,0.309933,0.002951,1.4444444444444444
547,RSQ,Best Model,0.383703,0.000189,1.3777777777777778
548,RSQ,Best Model,0.206242,0.051145,1.4777777777777779
549,RSQ,Best Model,0.204521,0.05316,1.5
550,RSQ,Best Model,0.053871,0.614062,1.4777777777777779
551,RSQ,Best Model,0.37972,0.000223,1.3888888888888888
552,RSQ,Best Model,0.221263,0.036101,1.4777777777777779
553,RSQ,Best Model,0.470054,3e-06,1.3555555555555556
554,RSQ,Best Model,0.277146,0.008181,1.4222222222222223
555,RSQ,Best Model,0.129139,0.2251,1.5333333333333334
556,RSQ,Best Model,-0.302103,0.003805,1.6444444444444444
557,RSQ,Best Model,0.314691,0.002521,1.4444444444444444
558,RSQ,Best Model,0.284157,0.006642,1.4666666666666666
559,RSQ,Best Model,0.594163,0.0,1.288888888888889
560,RSQ,Best Model,0.247748,0.018557,1.488888888888889
561,RSQ,Best Model,0.067338,0.528293,1.5444444444444445
562,RSQ,Best Model,0.121899,0.252399,1.5666666666666667
563,RSQ,Best Model,0.445072,1.1e-05,1.3888888888888888
564,RSQ,Best Model,0.326577,0.001681,1.4222222222222223
565,RSQ,Best Model,0.465816,4e-06,1.3666666666666667
566,RSQ,Best Model,0.510515,0.0,1.3666666666666667
567,RSQ,Best Model,0.222218,0.035285,1.4555555555555555
568,RSQ,Best Model,-0.028788,0.787661,1.5666666666666667
569,RSQ,Best Model,0.225459,0.032632,1.4333333333333333
570,RSQ,Best Model,0.228058,0.030627,1.5
571,RSQ,Best Model,0.18018,0.089247,1.4444444444444444
572,RSQ,Best Model,0.443312,1.2e-05,1.3555555555555556
573,RSQ,Best Model,0.419569,3.8e-05,1.3666666666666667
574,RSQ,Best Model,0.121899,0.252398,1.4666666666666666
575,RSQ,Best Model,0.239814,0.02281,1.4444444444444444
576,RSQ,Best Model,0.169555,0.110122,1.488888888888889
577,RSQ,Best Model,0.170285,0.108576,1.4777777777777779
578,RSQ,Best Model,0.272923,0.009252,1.4555555555555555
579,RSQ,Best Model,0.078593,0.461538,1.5
580,RSQ,Best Model,0.294884,0.004781,1.4444444444444444
581,RSQ,Best Model,0.247129,0.018862,1.5666666666666667
582,RSQ,Best Model,0.244553,0.020179,1.4333333333333333
583,RSQ,Best Model,-0.061358,0.565628,1.5555555555555556
584,RSQ,Best Model,-0.026198,0.806378,1.5666666666666667
585,RSQ,Best Model,-0.0,1.0,1.5444444444444445
586,RSQ,Best Model,0.389668,0.000147,1.4
587,RSQ,Best Model,0.427185,2.7e-05,1.3666666666666667
588,RSQ,Best Model,0.424381,3.1e-05,1.4333333333333333
589,RSQ,Best Model,0.223741,0.034016,1.4555555555555555
590,RSQ,Best Model,0.343737,0.00091,1.3666666666666667
591,RSQ,Best Model,0.363217,0.000434,1.4444444444444444
592,RSQ,Best Model,0.273009,0.009229,1.511111111111111
593,RSQ,Best Model,0.374713,0.000274,1.4333333333333333
594,RSQ,Best Model,0.470054,3e-06,1.3777777777777778
595,RSQ,Best Model,0.320822,0.002049,1.4111111111111112
596,RSQ,Best Model,-0.129548,0.223622,1.6111111111111112
597,RSQ,Best Model,0.528397,0.0,1.2777777777777777
598,RSQ,Best Model,0.403702,8e-05,1.3555555555555556
599,RSQ,Best Model,0.172071,0.104866,1.511111111111111
600,RSQ,Best Model,0.450269,8e-06,1.3444444444444446
601,RSQ,Best Model,0.368541,0.000351,1.4111111111111112
602,RSQ,Best Model,0.323749,0.001854,1.3777777777777778
603,RSQ,Best Model,0.280367,0.007439,1.4777777777777779
604,RSQ,Best Model,0.380491,0.000216,1.3888888888888888
605,RSQ,Best Model,0.052395,0.623812,1.5444444444444445
606,RSQ,Best Model,0.495396,1e-06,1.3333333333333333
607,RSQ,Best Model,0.423878,3.1e-05,1.4777777777777779
608,RSQ,Best Model,0.286448,0.006198,1.4111111111111112
609,RSQ,Best Model,0.47585,2e-06,1.3555555555555556
610,RSQ,Best Model,0.509712,0.0,1.3444444444444446
611,RSQ,Best Model,0.202703,0.055356,1.4444444444444444
612,RSQ,Best Model,0.408471,6.4e-05,1.4
613,RSQ,Best Model,0.155144,0.14426,1.5333333333333334
614,RSQ,Best Model,0.060628,0.570273,1.5444444444444445
615,RSQ,Best Model,0.247621,0.018619,1.5
616,RSQ,Best Model,0.09009,0.398422,1.5555555555555556
617,RSQ,Best Model,0.221608,0.035804,1.511111111111111
618,RSQ,Best Model,-0.06003,0.574089,1.5444444444444445
619,RSQ,Best Model,0.33701,0.001162,1.4444444444444444
620,RSQ,Best Model,0.163639,0.123286,1.5333333333333334
621,RSQ,Best Model,0.443128,1.2e-05,1.3666666666666667
622,RSQ,Best Model,0.455669,6e-06,1.3222222222222222
623,RSQ,Best Model,0.505003,0.0,1.3444444444444446
624,RSQ,Best Model,0.347679,0.000786,1.4333333333333333
625,RSQ,Best Model,0.026198,0.806378,1.5
626,RSQ,Best Model,0.177693,0.093827,1.4444444444444444
627,RSQ,Best Model,0.352541,0.000655,1.3777777777777778
628,RSQ,Best Model,0.582541,0.0,1.211111111111111
629,RSQ,Best Model,0.278888,0.007772,1.4111111111111112
630,RSQ,Best Model,0.154273,0.146555,1.5
631,RSQ,Best Model,0.246115,0.019372,1.5
632,RSQ,Best Model,0.450899,8e-06,1.3888888888888888
633,RSQ,Best Model,0.27989,0.007545,1.4777777777777779
634,RSQ,Best Model,0.199254,0.059729,1.511111111111111
635,RSQ,Best Model,0.365321,0.000399,1.3444444444444446
636,RSQ,Best Model,0.573779,0.0,1.2666666666666666
637,RSQ,Best Model,0.149128,0.160666,1.511111111111111
638,RSQ,Best Model,0.111679,0.294659,1.4555555555555555
639,RSQ,Best Model,0.371194,0.000316,1.3888888888888888
640,RSQ,Best Model,0.382317,0.0002,1.4333333333333333
641,RSQ,Best Model,0.122717,0.249205,1.5555555555555556
642,RSQ,Best Model,0.169366,0.110525,1.5555555555555556
643,RSQ,Best Model,0.216326,0.040572,1.4777777777777779
644,RSQ,Best Model,0.334885,0.001254,1.4
645,RSQ,Best Model,0.380998,0.000212,1.4
646,RSQ,Best Model,0.159403,0.133432,1.5333333333333334
647,RSQ,Best Model,0.350262,0.000714,1.4222222222222223
648,RSQ,Best Model,-0.092985,0.383375,1.5555555555555556
649,RSQ,Best Model,0.187241,0.077202,1.5333333333333334
650,RSQ,Best Model,-0.178588,0.092158,1.5777777777777777
651,RSQ,Best Model,0.35416,0.000616,1.4
652,RSQ,Best Model,0.421493,3.5e-05,1.3888888888888888
653,RSQ,Best Model,0.349765,0.000727,1.4111111111111112
654,RSQ,Best Model,0.296715,0.004514,1.4777777777777779
655,RSQ,Best Model,0.212538,0.044308,1.4222222222222223
656,RSQ,Best Model,0.429553,2.4e-05,1.3555555555555556
657,RSQ,Best Model,0.583235,0.0,1.3111111111111111
658,RSQ,Best Model,0.111679,0.294659,1.5
659,RSQ,Best Model,0.423049,3.3e-05,1.4222222222222223
660,RSQ,Best Model,0.35683,0.000556,1.3666666666666667
661,RSQ,Best Model,0.144264,0.174912,1.5222222222222221
662,RSQ,Best Model,0.499653,1e-06,1.3222222222222222
663,RSQ,Best Model,0.116225,0.275319,1.5333333333333334
664,RSQ,Best Model,0.553973,0.0,1.3
665,RSQ,Best Model,0.300242,0.004038,1.4666666666666666
666,RSQ,Best Model,0.011471,0.914543,1.6666666666666667
667,RSQ,Best Model,0.370979,0.000319,1.3888888888888888
668,RSQ,Best Model,0.384986,0.000179,1.4222222222222223
669,RSQ,Best Model,0.174214,0.100545,1.5222222222222221
670,RSQ,Best Model,0.219407,0.03773,1.4444444444444444
671,RSQ,Best Model,0.327278,0.00164,1.3777777777777778
672,RSQ,Best Model,0.118662,0.265307,1.5
673,RSQ,Best Model,0.503817,0.0,1.3777777777777778
674,RSQ,Best Model,0.111679,0.294659,1.5666666666666667
675,RSQ,Best Model,0.320822,0.002049,1.4555555555555555
676,RSQ,Best Model,0.556051,0.0,1.3333333333333333
677,RSQ,Best Model,0.16788,0.113733,1.488888888888889
678,RSQ,Best Model,0.340789,0.001013,1.4222222222222223
679,RSQ,Best Model,0.473458,2e-06,1.4222222222222223
680,RSQ,Best Model,0.197018,0.06271,1.5
681,RSQ,Best Model,0.55369,0.0,1.3222222222222222
682,RSQ,Best Model,0.386288,0.00017,1.3888888888888888
683,RSQ,Best Model,0.326071,0.001711,1.4777777777777779
684,RSQ,Best Model,0.21399,0.042844,1.4
685,RSQ,Best Model,0.099441,0.351076,1.5666666666666667
686,RSQ,Best Model,0.202806,0.05523,1.4777777777777779
687,RSQ,Best Model,0.204052,0.053719,1.4666666666666666
688,RSQ,Best Model,-0.091692,0.390054,1.5666666666666667
689,RSQ,Best Model,0.448821,9e-06,1.288888888888889
690,RSQ,Best Model,0.343832,0.000906,1.4555555555555555
691,RSQ,Best Model,0.136731,0.198773,1.5222222222222221
692,RSQ,Best Model,0.390076,0.000144,1.4555555555555555
693,RSQ,Best Model,0.659023,0.0,1.2444444444444445
694,RSQ,Best Model,0.305535,0.003407,1.4222222222222223
695,RSQ,Best Model,0.201342,0.057049,1.5222222222222221
696,RSQ,Best Model,0.399624,9.5e-05,1.3777777777777778
697,RSQ,Best Model,0.365697,0.000393,1.4666666666666666
698,RSQ,Best Model,0.072753,0.495583,1.5222222222222221
699,RSQ,Best Model,0.451483,8e-06,1.3444444444444446
700,RSQ,Best Model,0.332255,0.001377,1.4333333333333333
701,RSQ,Best Model,0.483387,1e-06,1.4
702,RSQ,Best Model,0.274382,0.019679,1.1777777777777778
703,RSQ,Best Model,0.409041,6.3e-05,1.3444444444444446
704,RSQ,Best Model,0.45872,5e-06,1.4
705,RSQ,Best Model,0.26102,0.012959,1.4222222222222223
706,RSQ,Best Model,0.17627,0.09653,1.488888888888889
707,RSQ,Best Model,0.132027,0.21481,1.5666666666666667
708,RSQ,Best Model,0.311359,0.002816,1.4555555555555555
709,RSQ,Best Model,0.192022,0.069811,1.488888888888889
710,RSQ,Best Model,0.341262,0.000996,1.4444444444444444
711,RSQ,Best Model,0.463389,4e-06,1.4222222222222223
712,RSQ,Best Model,0.092714,0.384768,1.5444444444444445
713,RSQ,Best Model,0.355613,0.000582,1.4444444444444444
714,RSQ,Best Model,0.212806,0.044034,1.488888888888889
715,RSQ,Best Model,0.378973,0.00023,1.3555555555555556
716,RSQ,Best Model,0.18986,0.07308,1.4777777777777779
717,RSQ,Best Model,0.101077,0.343168,1.5555555555555556
718,RSQ,Best Model,0.316937,0.002338,1.4111111111111112
719,RSQ,Best Model,0.01219,0.909213,1.5888888888888888
720,RSQ,Best Model,0.261057,0.012946,1.4555555555555555
721,RSQ,Best Model,0.283166,0.006843,1.4666666666666666
722,RSQ,Best Model,0.316945,0.002337,1.4444444444444444
723,RSQ,Best Model,0.330067,0.001488,1.4111111111111112
724,RSQ,Best Model,0.50274,0.0,1.3333333333333333
725,RSQ,Best Model,0.199773,0.059053,1.488888888888889
726,RSQ,Best Model,0.312542,0.002708,1.4
727,RSQ,Best Model,0.33706,0.00116,1.4444444444444444
728,RSQ,Best Model,0.177994,0.093265,1.4777777777777779
729,RSQ,Best Model,0.214233,0.042602,1.4666666666666666
730,RSQ,Best Model,0.223276,0.0344,1.4666666666666666
731,RSQ,Best Model,0.382519,0.000199,1.4444444444444444
732,RSQ,Best Model,0.07458,0.484792,1.5222222222222221
733,RSQ,Best Model,-0.059954,0.574576,1.6444444444444444
734,RSQ,Best Model,0.352072,0.000666,1.4555555555555555
735,RSQ,Best Model,0.454666,7e-06,1.3666666666666667
736,RSQ,Best Model,0.378111,0.000238,1.3888888888888888
737,RSQ,Best Model,0.460502,5e-06,1.3666666666666667
738,RSQ,Best Model,0.327694,0.001617,1.4555555555555555
739,RSQ,Best Model,0.254878,0.015335,1.4555555555555555
740,RSQ,Best Model,0.170434,0.108263,1.5666666666666667
741,RSQ,Best Model,0.194624,0.066036,1.4333333333333333
742,RSQ,Best Model,0.091692,0.390054,1.5444444444444445
743,RSQ,Best Model,0.401499,8.8e-05,1.3555555555555556
744,RSQ,Best Model,0.22268,0.034896,1.4777777777777779
745,RSQ,Best Model,0.158468,0.135754,1.5222222222222221
746,RSQ,Best Model,0.27204,0.009491,1.4333333333333333
747,RSQ,Best Model,0.246231,0.019313,1.4444444444444444
748,RSQ,Best Model,0.361008,0.000473,1.3777777777777778
749,RSQ,Best Model,0.435384,1.8e-05,1.4111111111111112
750,RSQ,Best Model,0.407684,6.7e-05,1.4
751,RSQ,Best Model,0.361593,0.000462,1.4111111111111112
752,RSQ,Best Model,0.34144,0.00099,1.4
753,RSQ,Best Model,0.242983,0.021021,1.4777777777777779
754,RSQ,Best Model,0.25488,0.015334,1.4666666666666666
755,RSQ,Best Model,-0.0,1.0,1.5666666666666667
756,RSQ,Best Model,0.133381,0.210101,1.5222222222222221
757,RSQ,Best Model,0.314006,0.002579,1.4222222222222223
758,RSQ,Best Model,0.410647,5.8e-05,1.3666666666666667
759,RSQ,Best Model,0.380998,0.000212,1.3777777777777778
760,RSQ,Best Model,0.383703,0.000189,1.3777777777777778
761,RSQ,Best Model,0.382519,0.000199,1.4222222222222223
762,RSQ,Best Model,0.271551,0.009626,1.4333333333333333
763,RSQ,Best Model,0.198255,0.061046,1.4
764,RSQ,Best Model,0.139072,0.191121,1.5
765,RSQ,Best Model,0.183384,0.083609,1.5
766,RSQ,Best Model,0.188022,0.075954,1.488888888888889
767,RSQ,Best Model,0.17273,0.103521,1.4777777777777779
768,RSQ,Best Model,0.473673,2e-06,1.3333333333333333
769,RSQ,Best Model,0.641458,0.0,1.211111111111111
770,RSQ,Best Model,0.081122,0.4472,1.5222222222222221
771,RSQ,Best Model,0.466276,4e-06,1.3777777777777778
772,RSQ,Best Model,0.462024,5e-06,1.3444444444444446
773,RSQ,Best Model,0.093103,0.382771,1.5333333333333334
774,RSQ,Best Model,0.419234,3.9e-05,1.3666666666666667
775,RSQ,Best Model,-0.103683,0.330804,1.6
776,RSQ,Best Model,-0.068344,0.52214,1.5555555555555556
777,RSQ,Best Model,0.159532,0.133114,1.488888888888889
778,RSQ,Best Model,0.055554,0.603014,1.5222222222222221
779,RSQ,Best Model,0.128883,0.226025,1.511111111111111
780,RSQ,Best Model,0.011458,0.914644,1.5222222222222221
781,RSQ,Best Model,0.185795,0.079556,1.5333333333333334
782,RSQ,Best Model,0.22268,0.034896,1.4777777777777779
783,RSQ,Best Model,-0.053202,0.618475,1.5555555555555556
784,RSQ,Best Model,0.31438,0.002547,1.488888888888889
785,RSQ,Best Model,0.305535,0.003407,1.4444444444444444
786,RSQ,Best Model,0.375893,0.000261,1.3666666666666667
787,RSQ,Best Model,0.268619,0.010469,1.4555555555555555
788,RSQ,Best Model,0.215833,0.041043,1.5333333333333334
789,RSQ,Best Model,0.450363,8e-06,1.3111111111111111
790,RSQ,Best Model,0.473921,2e-06,1.4
791,RSQ,Best Model,0.209581,0.047418,1.4555555555555555
792,RSQ,Best Model,0.347542,0.00079,1.4222222222222223
793,RSQ,Best Model,0.379709,0.000223,1.4111111111111112
794,RSQ,Best Model,0.091692,0.390054,1.5666666666666667
795,RSQ,Best Model,0.335088,0.001245,1.4555555555555555
796,RSQ,Best Model,0.197814,0.061635,1.511111111111111
797,RSQ,Best Model,0.077483,0.467908,1.488888888888889
798,RSQ,Best Model,0.376066,0.000259,1.4333333333333333
799,RSQ,Best Model,0.376757,0.000252,1.3777777777777778
800,RSQ,Best Model,0.089207,0.403079,1.4777777777777779
801,RSQ,Best Model,0.286369,0.006213,1.4
802,RSQ,Best Model,0.09722,0.361989,1.5222222222222221
803,RSQ,Best Model,0.326577,0.001681,1.4666666666666666
804,RSQ,Best Model,0.270281,0.009983,1.488888888888889
805,RSQ,Best Model,0.13217,0.214309,1.511111111111111
806,RSQ,Best Model,0.340789,0.001013,1.4666666666666666
807,RSQ,Best Model,0.280769,0.007351,1.4222222222222223
808,RSQ,Best Model,0.455688,6e-06,1.3666666666666667
809,RSQ,Best Model,0.198881,0.060217,1.4777777777777779
810,RSQ,Best Model,0.078593,0.461538,1.5222222222222221
811,RSQ,Best Model,0.25488,0.015334,1.4222222222222223
812,RSQ,Best Model,0.32387,0.001846,1.4777777777777779
813,RSQ,Best Model,0.26803,0.010645,1.4777777777777779
814,RSQ,Best Model,0.410731,5.8e-05,1.4222222222222223
815,RSQ,Best Model,0.373895,0.000283,1.4111111111111112
816,RSQ,Best Model,0.185597,0.079883,1.5
817,RSQ,Best Model,-0.04972,0.641657,1.5888888888888888
818,RSQ,Best Model,0.042085,0.693697,1.5666666666666667
819,RSQ,Best Model,0.269977,0.01007,1.4444444444444444
820,RSQ,Best Model,0.18018,0.089247,1.511111111111111
821,RSQ,Best Model,0.270271,0.009986,1.511111111111111
822,RSQ,Best Model,0.197972,0.061424,1.4333333333333333
823,RSQ,Best Model,0.030015,0.778841,1.5222222222222221
824,RSQ,Best Model,0.389233,0.00015,1.4
825,RSQ,Best Model,-0.093103,0.382771,1.5555555555555556
826,RSQ,Best Model,0.136882,0.198271,1.4777777777777779
827,RSQ,Best Model,0.263796,0.011996,1.4444444444444444
828,RSQ,Best Model,-0.184374,0.081926,1.6
829,RSQ,Best Model,0.372653,0.000298,1.4555555555555555
830,RSQ,Best Model,0.181796,0.086367,1.4555555555555555
831,RSQ,Best Model,0.155658,0.14292,1.5
832,RSQ,Best Model,0.057577,0.589864,1.5
833,RSQ,Best Model,0.167519,0.114524,1.5222222222222221
834,RSQ,Best Model,0.189568,0.07353,1.5333333333333334
835,RSQ,Best Model,0.155524,0.143268,1.488888888888889
836,RSQ,Best Model,-0.0,1.0,1.5
837,RSQ,Best Model,0.329038,0.001543,1.4444444444444444
838,RSQ,Best Model,0.579072,0.0,1.288888888888889
839,RSQ,Best Model,0.119106,0.263513,1.5555555555555556
840,RSQ,Best Model,0.450274,8e-06,1.3666666666666667
841,RSQ,Best Model,0.192049,0.069772,1.488888888888889
842,RSQ,Best Model,0.162417,0.126151,1.488888888888889
